order_id,sku,quantity,order_date,unit_product_price,demand
ORD179155,CZS,7,2025-10-09,6.0,Medium
ORD182975,OZB,3,2026-05-11,19.0,High
ORD106485,WRS,4,2026-02-09,18.0,High
ORD192268,PSJ,3,2025-09-16,7.0,High
ORD163120,WOW,3,2025-08-22,15.0,High
ORD100552,NFQ,3,2026-01-28,10.0,High
ORD125758,ZGM,3,2026-05-09,17.0,High
ORD184926,CQK,3,2025-09-10,7.0,Medium
ORD126205,CWA,5,2026-04-06,20.0,High
ORD164287,EVW,1,2026-01-25,7.0,High
ORD140711,JLQ,1,2025-12-25,23.0,High
ORD195836,LAU,9,2025-10-31,5.0,High
ORD103365,ZDV,6,2026-01-30,25.0,Medium
ORD156190,OQN,1,2026-03-05,18.0,High
ORD124693,YYO,2,2025-09-17,13.0,High
ORD106547,EGB,1,2025-09-01,13.0,Low
ORD131531,EVW,9,2025-09-25,7.0,High
ORD163203,IFG,9,2025-10-26,23.0,High
ORD119684,ZGM,3,2025-12-13,17.0,High
ORD154112,GIJ,5,2026-01-13,18.0,Low
ORD106308,FCY,3,2025-08-20,18.0,High
ORD145498,PSJ,1,2026-02-19,7.0,High
ORD113794,HGC,10,2026-03-20,14.0,Low
ORD111838,CQK,3,2025-12-23,7.0,Medium
ORD152876,BES,3,2026-04-24,15.0,High
ORD167129,DXB,6,2026-01-06,8.0,High
ORD109368,CGW,4,2025-08-11,11.0,Medium
ORD173843,CAT,1,2025-06-04,12.0,Low
ORD126941,YZD,3,2026-01-13,15.0,High
ORD185273,NRP,3,2025-12-03,15.0,High
ORD152563,OQN,3,2026-04-04,18.0,High
ORD160055,MDN,4,2026-05-10,14.0,High
ORD103075,MZV,1,2025-06-24,8.0,Medium
ORD107879,RYE,1,2025-09-20,16.0,High
ORD101799,YOK,1,2026-04-28,14.0,Medium
ORD190578,NRZ,3,2025-10-13,18.0,High
ORD150942,JPK,2,2026-05-27,19.0,Medium
ORD123703,EOS,1,2026-03-08,25.0,Low
ORD100044,QAG,1,2026-03-13,18.0,High
ORD108658,NRZ,2,2025-11-08,18.0,High
ORD103596,ZQH,7,2026-05-09,9.0,High
ORD172882,WFV,10,2026-03-25,6.0,High
ORD136401,BES,6,2025-10-24,15.0,High
ORD171683,OYF,3,2025-06-24,6.0,High
ORD163582,FKQ,4,2025-11-05,13.0,High
ORD131119,TRB,3,2026-03-17,12.0,Medium
ORD122234,FLH,8,2026-05-13,10.0,High
ORD140844,LAU,3,2025-06-14,5.0,High
ORD193755,GXL,2,2025-10-22,11.0,Medium
ORD103620,RCW,2,2026-05-28,23.0,High
ORD128997,FJZ,3,2025-08-21,12.0,Medium
ORD131644,JVR,3,2025-08-15,17.0,Medium
ORD114191,RNL,4,2026-03-21,19.0,High
ORD134247,OQN,2,2026-01-29,18.0,High
ORD185023,THQ,2,2025-10-11,5.0,Low
ORD190669,ZDV,9,2025-07-08,25.0,Medium
ORD166741,SYF,2,2025-06-20,11.0,Low
ORD115302,NRP,3,2025-07-29,15.0,High
ORD188023,SNC,4,2025-10-27,12.0,High
ORD176902,WFV,1,2025-11-13,6.0,High
ORD175737,NUD,1,2026-05-07,11.0,High
ORD134595,IFG,2,2025-09-06,23.0,High
ORD134068,SPG,4,2026-05-09,25.0,Medium
ORD173492,SPV,10,2026-03-25,6.0,High
ORD141900,NUD,4,2026-01-11,11.0,High
ORD133451,CSM,8,2026-01-04,14.0,Medium
ORD173704,VJG,9,2026-03-31,10.0,High
ORD104815,WOW,2,2025-07-17,15.0,High
ORD192688,WFV,3,2026-03-07,6.0,High
ORD199061,NRZ,1,2026-05-04,18.0,High
ORD116513,QMW,4,2026-01-24,25.0,High
ORD165460,HGC,3,2026-05-28,14.0,Low
ORD125944,YZD,2,2025-08-08,15.0,High
ORD175727,RNL,1,2026-04-27,19.0,High
ORD106243,FKQ,3,2025-12-03,13.0,High
ORD142658,OZB,3,2026-04-19,19.0,High
ORD176689,KCJ,10,2025-06-14,10.0,High
ORD198091,IGP,1,2026-04-30,9.0,High
ORD128421,LRX,1,2025-07-04,18.0,Low
ORD139517,SPV,6,2025-09-08,6.0,High
ORD145536,LPS,3,2025-10-17,25.0,High
ORD157404,JPK,4,2025-12-05,19.0,Medium
ORD185541,LAU,10,2026-05-23,5.0,High
ORD142203,LPS,2,2025-10-21,25.0,High
ORD110858,DIY,1,2025-11-25,12.0,Low
ORD141612,GZE,3,2026-01-20,15.0,Medium
ORD162877,ZDV,6,2026-05-16,25.0,Medium
ORD194240,HGC,4,2026-02-21,14.0,Low
ORD147865,RBX,9,2026-06-01,21.0,High
ORD128829,SNY,3,2025-10-10,15.0,Medium
ORD151944,CEG,4,2025-10-09,15.0,High
ORD149147,RNL,3,2026-01-16,19.0,High
ORD119057,WEK,1,2025-12-25,14.0,Medium
ORD112142,LPS,3,2026-02-16,25.0,High
ORD145806,RNL,6,2025-12-13,19.0,High
ORD192653,WFV,1,2025-11-16,6.0,High
ORD146058,EJV,2,2025-07-16,17.0,Low
ORD135780,XVX,2,2025-10-29,23.0,High
ORD102172,DXB,9,2025-08-27,8.0,High
ORD147786,ZGM,1,2026-01-05,17.0,High
ORD117920,QAG,1,2025-07-09,18.0,High
ORD109977,PSJ,3,2026-04-24,7.0,High
ORD197722,WRS,2,2026-01-12,18.0,High
ORD127379,CWE,4,2025-12-19,24.0,Low
ORD117094,DXB,6,2025-12-25,8.0,High
ORD133786,SCN,7,2026-05-17,20.0,High
ORD165668,MGY,3,2025-12-18,9.0,Low
ORD138230,AFY,1,2026-03-08,16.0,Low
ORD165797,OZB,8,2025-10-17,19.0,High
ORD120173,SNC,1,2025-11-23,12.0,High
ORD171461,KRU,9,2025-10-31,16.0,Low
ORD163499,SCN,1,2026-01-12,20.0,High
ORD115611,WXE,2,2026-05-18,12.0,High
ORD127009,RNL,1,2025-06-11,19.0,High
ORD172927,QAG,10,2025-08-15,18.0,High
ORD124185,FCY,2,2025-07-15,18.0,High
ORD195101,KCJ,3,2025-07-04,10.0,High
ORD133266,CZS,1,2025-06-20,6.0,Medium
ORD106405,CXQ,9,2026-04-12,17.0,High
ORD144864,LRX,1,2025-10-10,18.0,Low
ORD172011,MWM,4,2025-10-20,14.0,Medium
ORD110939,BES,2,2025-06-26,15.0,High
ORD105821,XVX,1,2026-04-01,23.0,High
ORD150902,IGP,6,2026-04-25,9.0,High
ORD147606,SPV,9,2026-01-06,6.0,High
ORD141776,KCJ,3,2025-06-16,10.0,High
ORD161275,RBX,2,2025-06-28,21.0,High
ORD146455,OQN,5,2025-09-28,18.0,High
ORD109582,ILE,8,2025-06-19,14.0,Medium
ORD136526,YYO,2,2026-04-27,13.0,High
ORD182945,RNL,2,2025-06-25,19.0,High
ORD101842,OYF,2,2025-11-02,6.0,High
ORD157415,LPS,4,2025-11-12,25.0,High
ORD188751,DXB,2,2025-08-15,8.0,High
ORD142480,NRP,2,2026-01-09,15.0,High
ORD186241,HSD,3,2026-05-15,10.0,High
ORD112347,RCW,1,2025-07-27,23.0,High
ORD155374,IFG,3,2025-08-10,23.0,High
ORD195768,ADM,1,2026-02-20,20.0,High
ORD136790,LER,6,2026-01-12,20.0,High
ORD170559,GWD,2,2025-07-07,24.0,High
ORD122336,SNC,6,2025-09-04,12.0,High
ORD175597,JZT,5,2025-11-18,17.0,High
ORD184870,ADM,2,2026-04-09,20.0,High
ORD150218,MGY,5,2026-05-12,9.0,Low
ORD178935,NRP,7,2025-12-14,15.0,High
ORD194843,OYF,7,2025-07-07,6.0,High
ORD143685,RBX,2,2025-07-14,21.0,High
ORD159463,RBX,1,2026-04-17,21.0,High
ORD124195,JLQ,1,2026-04-16,23.0,High
ORD160623,EJV,7,2025-06-23,17.0,Low
ORD141125,LFP,3,2025-09-25,15.0,Low
ORD176653,WEK,3,2025-06-08,14.0,Medium
ORD104516,CQO,5,2026-01-07,5.0,High
ORD116787,MDN,4,2025-10-30,14.0,High
ORD138225,JLQ,10,2025-06-25,23.0,High
ORD124387,NTQ,1,2026-01-02,10.0,Low
ORD169095,OIT,1,2026-02-21,20.0,Medium
ORD196225,XVX,1,2026-05-31,23.0,High
ORD175214,EVW,4,2025-08-30,7.0,High
ORD139509,YOK,1,2025-12-25,14.0,Medium
ORD114873,ILE,1,2025-08-13,14.0,Medium
ORD103745,ZUW,4,2026-02-06,22.0,Medium
ORD173311,IGP,1,2025-10-25,9.0,High
ORD128161,GXL,3,2026-01-11,11.0,Medium
ORD174180,RBX,7,2025-10-22,21.0,High
ORD115322,XMO,4,2025-06-28,24.0,Medium
ORD162777,SPV,10,2026-02-22,6.0,High
ORD157047,MBW,1,2025-07-13,9.0,Medium
ORD131759,CQK,2,2025-09-05,7.0,Medium
ORD161950,BES,3,2026-05-17,15.0,High
ORD106654,CQO,5,2025-07-05,5.0,High
ORD108101,SPV,10,2026-01-23,6.0,High
ORD152342,XVX,2,2026-03-15,23.0,High
ORD147157,QMW,5,2026-02-24,25.0,High
ORD143287,SPC,7,2025-09-09,7.0,High
ORD148951,QMW,10,2025-07-03,25.0,High
ORD196947,CWA,4,2026-03-20,20.0,High
ORD133034,GWD,3,2025-10-16,24.0,High
ORD108595,OYF,4,2026-03-19,6.0,High
ORD140097,XVX,2,2026-02-12,23.0,High
ORD159253,LPS,4,2025-11-11,25.0,High
ORD115250,EVW,6,2025-07-10,7.0,High
ORD140572,GWD,2,2025-07-06,24.0,High
ORD122827,BES,7,2026-05-08,15.0,High
ORD143062,FCY,8,2025-07-16,18.0,High
ORD164826,UAX,10,2026-02-24,16.0,Medium
ORD187565,MBW,3,2025-10-22,9.0,Medium
ORD147995,BRX,1,2025-12-22,15.0,Low
ORD157957,PSJ,3,2026-05-17,7.0,High
ORD112738,LNZ,4,2026-05-22,12.0,Medium
ORD179302,IFG,2,2025-07-28,23.0,High
ORD178452,LYE,2,2026-03-01,19.0,Low
ORD105680,ADM,8,2025-08-06,20.0,High
ORD105917,WRS,2,2026-05-09,18.0,High
ORD181521,ZGM,4,2026-02-03,17.0,High
ORD142688,SYF,1,2026-05-03,11.0,Low
ORD108188,ZQH,9,2025-06-05,9.0,High
ORD181204,MDN,10,2025-08-15,14.0,High
ORD152255,BES,2,2026-02-15,15.0,High
ORD170333,UPP,4,2025-10-05,10.0,Medium
ORD191122,CWA,5,2025-12-25,20.0,High
ORD122961,NRZ,2,2025-06-20,18.0,High
ORD104390,BES,2,2026-05-07,15.0,High
ORD103400,SCN,3,2026-01-21,20.0,High
ORD169874,WFV,6,2026-01-28,6.0,High
ORD162429,RIJ,3,2026-03-28,12.0,Low
ORD129569,OQN,8,2025-11-19,18.0,High
ORD145594,CXQ,6,2026-01-22,17.0,High
ORD113393,OYF,3,2025-06-29,6.0,High
ORD108537,XIM,4,2025-08-16,12.0,Medium
ORD137767,PBM,4,2025-08-08,19.0,Medium
ORD159058,CBB,1,2026-05-16,20.0,High
ORD115164,ZGM,3,2025-10-14,17.0,High
ORD133813,CEG,2,2026-05-23,15.0,High
ORD176335,WOW,4,2026-04-26,15.0,High
ORD164598,CQO,8,2025-07-12,5.0,High
ORD174216,OYF,3,2025-12-11,6.0,High
ORD100817,OQN,3,2025-08-26,18.0,High
ORD105113,IFG,2,2025-11-12,23.0,High
ORD101028,EJV,3,2026-02-23,17.0,Low
ORD120654,KRU,2,2025-07-16,16.0,Low
ORD116977,XRZ,5,2025-10-05,23.0,Medium
ORD178813,OZB,7,2026-05-12,19.0,High
ORD146427,NRZ,9,2025-11-12,18.0,High
ORD104596,JZT,3,2025-10-30,17.0,High
ORD143927,FLH,8,2026-01-26,10.0,High
ORD160141,XVX,9,2025-06-06,23.0,High
ORD126758,BES,1,2026-05-07,15.0,High
ORD157687,RCW,1,2026-03-19,23.0,High
ORD198410,GXL,8,2025-12-14,11.0,Medium
ORD160752,JZT,1,2026-01-14,17.0,High
ORD192145,PSJ,1,2025-09-24,7.0,High
ORD159687,CQO,2,2026-03-16,5.0,High
ORD155360,CXQ,7,2026-05-10,17.0,High
ORD183810,NFQ,1,2025-11-19,10.0,High
ORD127168,NRP,2,2026-02-14,15.0,High
ORD118070,QAG,4,2025-09-05,18.0,High
ORD141298,HSD,1,2025-06-13,10.0,High
ORD149747,JLQ,3,2026-04-25,23.0,High
ORD193120,YZD,10,2026-02-24,15.0,High
ORD100221,DXB,3,2025-10-02,8.0,High
ORD169884,JUG,1,2025-08-16,17.0,High
ORD179936,YOK,8,2025-07-28,14.0,Medium
ORD116025,LER,2,2025-09-07,20.0,High
ORD104018,ILE,1,2025-07-04,14.0,Medium
ORD198302,KCJ,7,2025-08-10,10.0,High
ORD158240,RCW,5,2025-07-05,23.0,High
ORD117358,WXE,1,2025-09-12,12.0,High
ORD179145,IPE,4,2025-08-17,20.0,Medium
ORD171657,CWE,7,2025-07-23,24.0,Low
ORD113387,EVW,4,2026-03-23,7.0,High
ORD126686,SCN,4,2025-12-24,20.0,High
ORD137480,JVR,5,2026-02-08,17.0,Medium
ORD168523,FCY,10,2026-04-08,18.0,High
ORD158866,FCY,2,2026-04-20,18.0,High
ORD125009,SNC,4,2025-11-10,12.0,High
ORD132974,LMQ,1,2026-02-24,20.0,High
ORD139000,SMS,4,2025-12-27,23.0,Medium
ORD126638,RBX,4,2025-06-09,21.0,High
ORD179900,LQT,9,2025-08-18,20.0,Medium
ORD197603,FCY,10,2026-01-24,18.0,High
ORD184691,XVX,5,2026-02-13,23.0,High
ORD138474,LAU,2,2025-10-11,5.0,High
ORD119312,OQN,3,2025-06-19,18.0,High
ORD132209,MZV,9,2025-10-16,8.0,Medium
ORD164723,MDN,3,2025-09-17,14.0,High
ORD186412,RNL,2,2026-04-26,19.0,High
ORD101190,VQB,1,2026-03-07,14.0,Low
ORD138683,IFG,1,2025-09-16,23.0,High
ORD132354,WOW,1,2025-07-14,15.0,High
ORD129609,YYO,3,2026-01-07,13.0,High
ORD118022,MJP,4,2025-11-07,22.0,Low
ORD190886,UPP,7,2026-04-21,10.0,Medium
ORD130222,LAU,2,2025-10-29,5.0,High
ORD199387,LER,3,2025-06-23,20.0,High
ORD138383,WRS,2,2025-07-18,18.0,High
ORD100046,JLQ,2,2025-09-21,23.0,High
ORD117901,KCJ,5,2026-04-24,10.0,High
ORD132619,NUD,3,2026-03-24,11.0,High
ORD105558,QMW,5,2026-05-24,25.0,High
ORD166944,CQK,5,2026-02-27,7.0,Medium
ORD185785,SMS,1,2025-09-10,23.0,Medium
ORD108536,MDN,2,2025-10-28,14.0,High
ORD177603,FLH,1,2025-06-07,10.0,High
ORD177672,OQN,6,2025-07-07,18.0,High
ORD147045,TRB,4,2025-10-15,12.0,Medium
ORD122154,WFV,4,2025-12-28,6.0,High
ORD135189,SMS,5,2025-12-14,23.0,Medium
ORD154484,VKI,3,2026-05-09,6.0,Medium
ORD157574,GWD,3,2025-12-07,24.0,High
ORD159916,VMG,3,2025-09-08,22.0,Medium
ORD179896,JZT,3,2025-06-04,17.0,High
ORD134337,MBW,4,2025-10-24,9.0,Medium
ORD179520,OQN,1,2025-11-02,18.0,High
ORD153741,EOS,7,2025-09-27,25.0,Low
ORD132925,SPC,3,2026-04-22,7.0,High
ORD139677,LMQ,9,2025-09-22,20.0,High
ORD121172,JLQ,3,2026-02-26,23.0,High
ORD197378,CEG,1,2025-11-08,15.0,High
ORD124354,IGP,2,2025-11-26,9.0,High
ORD120567,FJZ,4,2026-02-22,12.0,Medium
ORD159925,THQ,9,2025-12-22,5.0,Low
ORD139826,NUD,6,2025-10-22,11.0,High
ORD191546,JLQ,2,2026-03-26,23.0,High
ORD186377,VGB,4,2025-09-30,6.0,Low
ORD130068,WFV,2,2025-11-13,6.0,High
ORD189356,WAN,2,2026-05-25,25.0,Medium
ORD134398,RNZ,5,2026-02-07,10.0,Medium
ORD134765,RBX,2,2025-12-14,21.0,High
ORD172201,QIE,1,2026-05-24,7.0,Low
ORD146270,LAU,8,2025-07-24,5.0,High
ORD184643,BES,9,2026-02-09,15.0,High
ORD152471,LMQ,3,2026-01-10,20.0,High
ORD164553,ADM,3,2025-10-12,20.0,High
ORD134793,QMW,2,2025-12-18,25.0,High
ORD189278,YYO,3,2026-04-12,13.0,High
ORD118712,CXQ,4,2025-08-08,17.0,High
ORD163373,OYF,3,2025-06-13,6.0,High
ORD153807,JZT,9,2025-08-23,17.0,High
ORD143112,RCW,10,2025-09-16,23.0,High
ORD190311,CQK,2,2025-09-17,7.0,Medium
ORD112720,FLH,4,2026-03-01,10.0,High
ORD186290,OZB,5,2025-06-25,19.0,High
ORD175174,FCY,1,2026-05-19,18.0,High
ORD139418,FFE,6,2025-07-06,5.0,Medium
ORD103078,VKI,2,2025-11-30,6.0,Medium
ORD137873,FLH,1,2026-02-13,10.0,High
ORD150674,INT,6,2026-03-20,18.0,Low
ORD168399,WOW,3,2025-11-02,15.0,High
ORD157675,HSD,4,2025-06-10,10.0,High
ORD117338,SPG,1,2025-09-14,25.0,Medium
ORD141807,YZD,1,2025-08-16,15.0,High
ORD119089,JZT,9,2026-03-25,17.0,High
ORD149984,WOW,2,2026-05-05,15.0,High
ORD158376,WOW,9,2025-06-08,15.0,High
ORD105188,ZSI,6,2026-01-21,18.0,Low
ORD193097,WOW,9,2026-03-21,15.0,High
ORD143067,ZGM,4,2026-05-19,17.0,High
ORD105072,RCW,2,2026-01-23,23.0,High
ORD149200,ZQH,1,2026-03-17,9.0,High
ORD175693,ARU,5,2026-05-08,21.0,Medium
ORD103965,PSJ,4,2025-06-01,7.0,High
ORD143682,VMG,3,2025-10-27,22.0,Medium
ORD125175,NFQ,2,2025-12-18,10.0,High
ORD100109,HFC,3,2025-12-14,13.0,Medium
ORD199797,CQO,4,2026-03-21,5.0,High
ORD135536,VJG,1,2025-06-26,10.0,High
ORD185002,GWD,1,2026-05-15,24.0,High
ORD101395,HGC,4,2025-12-24,14.0,Low
ORD110778,VMG,3,2025-11-12,22.0,Medium
ORD155676,ZUW,2,2026-05-13,22.0,Medium
ORD149040,JUG,2,2026-01-27,17.0,High
ORD135790,MDN,3,2026-05-01,14.0,High
ORD166620,ZDV,3,2025-09-16,25.0,Medium
ORD174511,SPC,8,2025-09-20,7.0,High
ORD115401,OJI,4,2025-06-08,12.0,Medium
ORD148296,BKE,1,2025-10-22,20.0,Medium
ORD165493,CQO,1,2025-07-11,5.0,High
ORD184998,NNV,1,2025-06-16,12.0,Low
ORD186263,SNY,10,2025-09-17,15.0,Medium
ORD130556,LER,4,2025-08-30,20.0,High
ORD169367,CEG,3,2026-04-07,15.0,High
ORD181925,CBB,9,2025-07-19,20.0,High
ORD151711,FCY,3,2026-02-03,18.0,High
ORD196605,RYE,1,2026-01-24,16.0,High
ORD103340,PSJ,3,2025-12-23,7.0,High
ORD132690,SPC,8,2025-12-25,7.0,High
ORD100108,RCW,8,2026-04-06,23.0,High
ORD159683,BKE,3,2025-07-19,20.0,Medium
ORD170932,JZT,1,2025-11-14,17.0,High
ORD129067,ZSI,1,2025-08-09,18.0,Low
ORD187763,PSJ,3,2025-08-21,7.0,High
ORD140164,LPS,10,2026-03-04,25.0,High
ORD114444,YZD,2,2025-06-28,15.0,High
ORD198742,WFV,4,2025-08-09,6.0,High
ORD187790,WFV,4,2025-08-16,6.0,High
ORD146015,SPV,1,2025-07-06,6.0,High
ORD150230,ZGM,1,2025-10-01,17.0,High
ORD110876,SPG,10,2025-11-24,25.0,Medium
ORD178446,FCY,4,2025-06-12,18.0,High
ORD100612,JLQ,4,2026-04-02,23.0,High
ORD161913,NFQ,1,2025-08-19,10.0,High
ORD107613,EVW,1,2026-01-21,7.0,High
ORD124292,IPE,3,2025-12-25,20.0,Medium
ORD163784,XRZ,2,2025-08-02,23.0,Medium
ORD122658,WXE,4,2026-02-01,12.0,High
ORD109514,XMO,3,2026-03-29,24.0,Medium
ORD134348,YZD,1,2026-01-22,15.0,High
ORD146629,WAN,8,2025-10-28,25.0,Medium
ORD180691,ZQH,6,2025-12-14,9.0,High
ORD120266,XVX,2,2025-09-07,23.0,High
ORD112372,ZQH,5,2026-01-14,9.0,High
ORD126140,FFE,2,2026-04-23,5.0,Medium
ORD134244,EVW,9,2025-10-30,7.0,High
ORD192042,IGP,3,2025-09-24,9.0,High
ORD155697,CSM,4,2026-02-11,14.0,Medium
ORD165412,NFQ,3,2026-01-27,10.0,High
ORD176713,JZT,2,2026-04-21,17.0,High
ORD156213,QAG,2,2026-04-21,18.0,High
ORD108496,NUD,3,2026-04-21,11.0,High
ORD137993,JZT,2,2026-02-15,17.0,High
ORD162016,SPV,1,2025-08-15,6.0,High
ORD103393,UAX,7,2025-07-25,16.0,Medium
ORD102465,WOW,4,2025-12-24,15.0,High
ORD106041,HSD,1,2026-04-14,10.0,High
ORD182647,LMQ,2,2026-04-15,20.0,High
ORD144130,MDN,3,2026-04-03,14.0,High
ORD133339,FKQ,3,2026-05-08,13.0,High
ORD188665,RNL,1,2025-07-17,19.0,High
ORD134645,QAG,1,2025-09-24,18.0,High
ORD118836,CEG,2,2026-01-03,15.0,High
ORD198575,NRP,4,2026-04-11,15.0,High
ORD128303,IFG,3,2025-08-02,23.0,High
ORD105673,VJG,6,2025-08-12,10.0,High
ORD104946,MGM,4,2026-02-14,12.0,Low
ORD129828,EVW,2,2025-07-26,7.0,High
ORD185991,EVW,7,2026-05-26,7.0,High
ORD162626,OYF,2,2026-04-05,6.0,High
ORD138341,FLH,1,2025-08-30,10.0,High
ORD154439,SNC,4,2026-03-22,12.0,High
ORD129388,XVX,8,2025-06-11,23.0,High
ORD140144,YBM,4,2026-03-07,5.0,Low
ORD160474,FKQ,4,2026-02-09,13.0,High
ORD162692,CWA,6,2025-12-20,20.0,High
ORD133466,FCY,2,2025-10-13,18.0,High
ORD156761,NUD,2,2026-05-12,11.0,High
ORD156719,OQN,1,2025-10-13,18.0,High
ORD169162,LER,10,2025-06-25,20.0,High
ORD120196,CBB,3,2026-04-04,20.0,High
ORD184335,SNC,10,2026-04-20,12.0,High
ORD123444,IGP,5,2025-07-20,9.0,High
ORD172623,SNC,4,2026-02-25,12.0,High
ORD120268,ZQH,2,2026-04-28,9.0,High
ORD138819,CXQ,4,2026-05-17,17.0,High
ORD133617,QEU,2,2026-01-18,23.0,Medium
ORD113186,MZV,10,2025-10-17,8.0,Medium
ORD167157,CSM,4,2026-05-13,14.0,Medium
ORD119890,IGP,2,2026-01-18,9.0,High
ORD169609,OQN,3,2025-10-25,18.0,High
ORD149911,EVW,1,2025-09-25,7.0,High
ORD168619,XJB,4,2025-06-24,8.0,Low
ORD117997,JZT,3,2025-07-02,17.0,High
ORD166432,WXE,5,2025-09-05,12.0,High
ORD128189,EVW,4,2025-11-02,7.0,High
ORD103947,FCY,6,2025-09-17,18.0,High
ORD164300,ZGM,3,2025-10-03,17.0,High
ORD190352,MDN,4,2025-06-15,14.0,High
ORD194030,SPV,1,2026-02-02,6.0,High
ORD172374,SPV,2,2025-08-25,6.0,High
ORD112528,GWD,9,2025-09-08,24.0,High
ORD103257,TAW,9,2026-05-05,17.0,Medium
ORD139447,MDN,6,2026-05-08,14.0,High
ORD190646,JUG,9,2025-11-26,17.0,High
ORD178968,MDN,7,2025-11-14,14.0,High
ORD177100,RBX,1,2026-04-17,21.0,High
ORD186104,QMW,4,2026-05-30,25.0,High
ORD149270,XIM,3,2025-08-02,12.0,Medium
ORD118600,HSD,2,2025-08-16,10.0,High
ORD192945,LAU,3,2025-09-07,5.0,High
ORD170476,PSJ,4,2026-04-11,7.0,High
ORD167913,HSD,5,2025-10-01,10.0,High
ORD159185,ZGM,9,2025-06-07,17.0,High
ORD146905,RBX,3,2025-12-06,21.0,High
ORD195414,LER,1,2025-06-06,20.0,High
ORD123069,QAG,10,2026-01-03,18.0,High
ORD176860,CVO,1,2026-05-02,20.0,Low
ORD110978,LMQ,2,2025-11-09,20.0,High
ORD188971,LAU,1,2026-01-30,5.0,High
ORD102993,ZQH,3,2025-10-02,9.0,High
ORD120079,BDV,3,2026-02-28,14.0,Low
ORD126910,ILE,7,2026-02-18,14.0,Medium
ORD102792,ZUW,3,2026-04-23,22.0,Medium
ORD149276,CQO,1,2025-11-13,5.0,High
ORD102241,OIT,7,2026-03-04,20.0,Medium
ORD177055,GWD,10,2025-07-16,24.0,High
ORD170492,CVO,6,2025-06-24,20.0,Low
ORD154128,ADM,10,2026-01-18,20.0,High
ORD194236,CXQ,9,2025-10-10,17.0,High
ORD129528,VJG,8,2026-04-10,10.0,High
ORD158276,ZQH,3,2025-08-02,9.0,High
ORD183473,XIM,3,2026-04-28,12.0,Medium
ORD141391,KCJ,3,2026-05-27,10.0,High
ORD179285,RYE,3,2026-04-19,16.0,High
ORD199971,NGF,8,2025-12-31,19.0,Low
ORD126757,CGW,3,2026-02-20,11.0,Medium
ORD177252,FLH,1,2025-11-14,10.0,High
ORD148416,ZQH,1,2025-07-01,9.0,High
ORD176809,OQN,9,2026-04-17,18.0,High
ORD118017,LMQ,2,2026-05-17,20.0,High
ORD126827,WFV,4,2025-09-26,6.0,High
ORD154541,MDN,1,2025-09-19,14.0,High
ORD141595,LAU,4,2026-01-03,5.0,High
ORD112354,JLQ,4,2025-12-28,23.0,High
ORD153938,KCJ,4,2025-08-09,10.0,High
ORD136713,AFY,2,2025-10-25,16.0,Low
ORD177351,PSJ,10,2026-03-25,7.0,High
ORD103915,JZT,6,2025-10-09,17.0,High
ORD161373,FKQ,3,2025-06-27,13.0,High
ORD102444,QAG,10,2026-05-05,18.0,High
ORD146509,YZD,4,2025-06-01,15.0,High
ORD141175,ZQH,1,2025-11-13,9.0,High
ORD195831,QMW,1,2026-02-24,25.0,High
ORD164921,NUD,1,2025-11-24,11.0,High
ORD158363,DXB,4,2025-08-07,8.0,High
ORD146158,XVX,2,2026-03-08,23.0,High
ORD113630,ZGM,2,2025-06-08,17.0,High
ORD173289,GWD,2,2025-07-17,24.0,High
ORD119010,XIM,1,2026-01-08,12.0,Medium
ORD192398,FJZ,4,2025-09-30,12.0,Medium
ORD120918,CBB,1,2025-08-02,20.0,High
ORD181281,YOK,4,2026-02-19,14.0,Medium
ORD126404,RBX,4,2025-12-24,21.0,High
ORD149545,LQT,10,2025-10-06,20.0,Medium
ORD129153,QEU,6,2026-05-31,23.0,Medium
ORD159807,LAU,4,2025-06-06,5.0,High
ORD181850,YYO,4,2025-06-27,13.0,High
ORD140904,VJG,3,2026-03-15,10.0,High
ORD118480,JZT,1,2026-01-13,17.0,High
ORD109988,NRP,4,2026-05-22,15.0,High
ORD152030,QMW,3,2025-08-01,25.0,High
ORD186681,CGW,7,2026-03-22,11.0,Medium
ORD118825,YZD,2,2025-11-12,15.0,High
ORD167259,THQ,2,2025-08-26,5.0,Low
ORD153520,CWE,3,2025-07-13,24.0,Low
ORD167138,ROB,9,2026-03-17,15.0,Low
ORD155012,CGW,10,2025-10-12,11.0,Medium
ORD135709,LMQ,4,2026-02-03,20.0,High
ORD165643,EJV,9,2025-12-28,17.0,Low
ORD176675,SCN,3,2026-05-09,20.0,High
ORD110758,PSJ,7,2025-09-03,7.0,High
ORD172282,NFQ,2,2026-05-25,10.0,High
ORD148777,ZGM,2,2025-10-27,17.0,High
ORD165611,SPG,2,2025-12-16,25.0,Medium
ORD149591,RNL,3,2026-03-05,19.0,High
ORD170194,QMW,7,2025-10-23,25.0,High
ORD106862,YYO,4,2026-05-21,13.0,High
ORD112802,CEG,5,2026-02-17,15.0,High
ORD146394,IGP,9,2026-04-10,9.0,High
ORD135112,DXB,3,2025-11-10,8.0,High
ORD132470,RCW,2,2026-05-20,23.0,High
ORD120302,SPV,2,2025-09-23,6.0,High
ORD101320,UAX,1,2025-10-25,16.0,Medium
ORD112048,GRT,9,2026-03-10,8.0,Medium
ORD183862,NRP,5,2026-04-27,15.0,High
