order_id,sku,order_date,quantity,unit_product_price
ORD102952,URT,2025-08-12,2,5.0
ORD179064,MHO,2025-10-19,4,17.0
ORD168039,SJE,2025-08-28,3,16.0
ORD181741,DFA,2025-12-21,10,11.0
ORD186924,JFY,2025-12-05,8,8.0
ORD196206,KNE,2025-06-09,3,24.0
ORD124865,LWI,2025-09-24,1,22.0
ORD140155,DUO,2026-02-08,1,23.0
ORD155593,BFL,2025-09-06,4,13.0
ORD168073,JFY,2025-07-26,2,8.0
ORD121640,UWD,2025-10-06,3,25.0
ORD171965,FYL,2025-10-09,1,18.0
ORD142714,BVD,2025-08-13,2,25.0
ORD186220,PYC,2026-04-11,1,7.0
ORD191818,URT,2026-02-12,4,5.0
ORD101020,BVD,2025-09-27,1,25.0
ORD178946,AES,2025-12-13,3,5.0
ORD145077,FBK,2026-02-01,1,11.0
ORD157105,DFA,2025-12-20,8,11.0
ORD160430,URT,2026-01-21,6,5.0
ORD167739,FBK,2025-07-07,2,11.0
ORD132531,WVX,2025-07-15,6,5.0
ORD128726,OUC,2025-12-21,4,25.0
ORD165259,PCC,2025-11-19,9,23.0
ORD164580,LJF,2025-12-01,2,19.0
ORD188833,YND,2026-03-18,4,21.0
ORD190884,OXT,2026-04-29,1,23.0
ORD153371,YND,2025-08-11,8,21.0
ORD122755,WDW,2025-08-01,4,24.0
ORD146934,ZJB,2026-01-15,1,8.0
ORD108565,TGQ,2026-04-24,4,22.0
ORD197085,PRR,2025-08-09,2,18.0
ORD153251,HDN,2025-09-23,3,18.0
ORD189903,LJF,2025-10-26,1,19.0
ORD167384,RXX,2025-07-12,1,18.0
ORD159885,WBF,2026-04-10,2,23.0
ORD174788,RXX,2026-03-22,2,18.0
ORD182985,AES,2025-12-09,6,5.0
ORD178050,OUC,2026-03-02,1,25.0
ORD145326,KLW,2026-03-02,3,18.0
ORD168788,YJD,2026-05-19,4,7.0
ORD101760,DNM,2025-08-10,9,10.0
ORD181531,SKK,2025-09-21,3,6.0
ORD130251,FYL,2025-12-13,9,18.0
ORD163059,SCC,2026-02-03,1,19.0
ORD113394,RXX,2025-11-08,3,18.0
ORD194943,KLW,2025-09-01,7,18.0
ORD197858,URT,2025-10-23,2,5.0
ORD159873,ZAQ,2025-11-28,1,19.0
ORD124906,HRA,2025-06-12,6,9.0
ORD165811,URT,2026-03-10,3,5.0
ORD179964,NYB,2025-08-21,5,8.0
ORD143272,DFA,2026-05-25,1,11.0
ORD164336,KZP,2025-09-07,10,16.0
ORD119494,RGO,2025-11-13,1,24.0
ORD160507,LFB,2025-10-30,3,21.0
ORD164156,LRM,2025-10-01,2,18.0
ORD155025,DRC,2026-01-25,1,6.0
ORD187035,CQO,2025-10-21,2,19.0
ORD188124,HEM,2025-06-08,7,5.0
ORD105069,KNE,2026-05-14,4,24.0
ORD150485,YVQ,2026-05-13,8,19.0
ORD111037,JRM,2026-05-20,9,13.0
ORD186618,QTN,2025-11-21,4,25.0
ORD137625,ULD,2026-03-12,1,14.0
ORD165094,ZJB,2026-04-13,1,8.0
ORD130285,TGQ,2025-07-19,1,22.0
ORD190723,BKO,2025-08-30,3,25.0
ORD162049,TYP,2025-09-23,2,18.0
ORD193359,OXT,2026-02-27,4,23.0
ORD143217,QTN,2026-02-17,4,25.0
ORD124947,SJE,2026-04-13,2,16.0
ORD157090,BHY,2025-06-17,4,5.0
ORD150169,BVD,2025-11-08,1,25.0
ORD134673,KMU,2026-03-18,9,13.0
ORD193265,BLA,2025-08-18,3,7.0
ORD156871,SCC,2026-02-28,3,19.0
ORD180120,JRB,2025-11-25,2,17.0
ORD110836,OAS,2026-04-23,5,17.0
ORD110533,WVX,2025-11-14,1,5.0
ORD152605,ANG,2025-11-27,4,20.0
ORD185823,PYC,2026-05-20,3,7.0
ORD108476,LJI,2025-09-25,4,25.0
ORD122677,EZT,2026-01-27,2,21.0
ORD139346,MFN,2026-01-15,2,8.0
ORD119536,UNJ,2025-09-24,7,17.0
ORD100235,EPS,2025-07-18,4,16.0
ORD192697,YAE,2025-09-09,2,22.0
ORD150487,LJF,2025-07-29,1,19.0
ORD135976,TGQ,2026-02-16,2,22.0
ORD192146,EBK,2025-11-27,3,5.0
ORD164272,LWO,2025-08-22,3,23.0
ORD146514,FBK,2025-08-08,1,11.0
ORD113798,FBK,2025-11-19,4,11.0
ORD167291,ZAQ,2025-07-07,1,19.0
ORD160147,BFL,2025-07-03,2,13.0
ORD194889,JRM,2026-01-11,2,13.0
ORD190472,LBG,2026-05-30,4,16.0
ORD151924,BVD,2026-03-16,5,25.0
ORD190107,LJF,2025-09-21,4,19.0
ORD118523,BKO,2026-05-01,3,25.0
ORD124994,TGQ,2025-06-06,5,22.0
ORD124297,DYL,2026-05-27,2,21.0
ORD196524,MFN,2026-01-20,10,8.0
ORD173272,TYP,2025-11-01,3,18.0
ORD126027,FBC,2025-12-05,3,16.0
ORD114723,DRC,2026-05-21,2,6.0
ORD163357,PRR,2025-09-11,2,18.0
ORD150212,EBK,2025-09-15,3,5.0
ORD155085,CND,2025-11-16,2,25.0
ORD166164,VTP,2026-01-28,1,18.0
ORD100486,ULD,2025-08-07,1,14.0
ORD166931,YAE,2025-06-11,8,22.0
ORD186005,CQO,2026-02-08,4,19.0
ORD137120,GJJ,2025-10-17,1,18.0
ORD124937,MNA,2025-11-19,4,16.0
ORD184219,DUO,2025-06-13,2,23.0
ORD118500,VFZ,2026-05-27,9,13.0
ORD138611,ZJB,2025-08-11,4,8.0
ORD159106,JFY,2026-05-14,4,8.0
ORD132877,YNQ,2025-06-30,3,15.0
ORD160051,KLW,2025-12-18,1,18.0
ORD179999,MFN,2026-03-06,7,8.0
ORD163212,TOT,2026-02-11,3,15.0
ORD102290,LKY,2025-06-14,2,6.0
ORD154156,EJK,2025-10-19,2,13.0
ORD165222,OXT,2026-04-17,1,23.0
ORD110132,WDW,2025-10-07,4,24.0
ORD163550,FBK,2026-01-19,7,11.0
ORD176232,BKO,2026-01-21,1,25.0
ORD113178,DFA,2025-12-25,3,11.0
ORD109393,XCU,2025-08-08,2,18.0
ORD128651,MFN,2025-10-02,3,8.0
ORD157430,SJE,2026-04-03,2,16.0
ORD178069,DUO,2026-01-06,2,23.0
ORD187622,GNG,2025-07-06,2,17.0
ORD159803,HWV,2026-01-28,4,25.0
ORD106945,FBC,2025-12-18,4,16.0
ORD127951,UWD,2026-05-17,7,25.0
ORD169491,JRM,2025-06-09,1,13.0
ORD149939,DRC,2026-04-06,1,6.0
ORD196976,ITS,2025-10-15,3,21.0
ORD171007,GOE,2025-06-26,4,14.0
ORD128855,XAT,2026-03-13,6,18.0
ORD108183,UNJ,2026-05-14,8,17.0
ORD139997,YHT,2026-02-11,3,14.0
ORD171080,ANG,2025-11-04,6,20.0
ORD154406,RXX,2025-09-02,3,18.0
ORD158268,VTP,2025-11-27,3,18.0
ORD193873,ANG,2026-01-20,2,20.0
ORD106326,HRA,2025-12-02,4,9.0
ORD130195,NYB,2025-06-30,1,8.0
ORD104603,NUJ,2026-02-15,4,19.0
ORD152297,OUC,2025-11-15,1,25.0
ORD115126,FYL,2025-10-19,4,18.0
ORD169386,WQQ,2025-10-01,3,23.0
ORD145011,NUJ,2025-07-06,1,19.0
ORD173128,LWI,2026-03-01,1,22.0
ORD123181,VWS,2025-06-14,7,22.0
ORD102426,MHO,2025-07-25,6,17.0
ORD123761,YJD,2025-06-07,3,7.0
ORD195446,JFY,2025-09-30,4,8.0
ORD152881,EBK,2026-02-21,2,5.0
ORD106074,VWS,2025-10-29,10,22.0
ORD141463,QTN,2025-06-28,2,25.0
ORD175513,RNO,2025-08-07,2,8.0
ORD108797,XCU,2025-06-15,7,18.0
ORD146697,WVI,2025-12-20,1,11.0
ORD171277,MDN,2025-09-28,4,16.0
ORD131365,SKK,2026-01-13,3,6.0
ORD126934,SCC,2025-09-21,10,19.0
ORD128230,DUO,2025-12-30,1,23.0
ORD162881,QTN,2025-07-22,4,25.0
ORD105148,ANG,2026-04-19,1,20.0
ORD103974,BLA,2025-11-03,3,7.0
ORD145510,XAT,2025-12-27,5,18.0
ORD121107,LWO,2025-07-21,10,23.0
ORD142480,EPS,2026-02-12,7,16.0
ORD108124,HWV,2026-04-12,2,25.0
ORD107488,BLA,2026-01-10,5,7.0
ORD144210,FBK,2025-07-04,4,11.0
ORD132776,YAE,2025-08-24,2,22.0
ORD101422,NYY,2026-03-21,7,24.0
ORD168540,TOT,2025-12-31,3,15.0
ORD150105,DRC,2025-07-17,4,6.0
ORD136507,YJD,2025-11-25,6,7.0
ORD164501,CQO,2025-07-14,8,19.0
ORD112858,URT,2026-01-04,1,5.0
ORD191866,XAT,2026-01-08,3,18.0
ORD183140,YAE,2026-01-15,2,22.0
ORD169434,WDW,2026-03-10,6,24.0
ORD174440,UJI,2025-10-29,2,19.0
ORD110278,GOE,2025-12-27,7,14.0
ORD143638,SVR,2026-01-27,4,18.0
ORD146209,XCU,2026-05-07,7,18.0
ORD111444,LRM,2025-08-10,7,18.0
ORD199382,WDW,2025-11-21,1,24.0
ORD146384,WQQ,2026-03-25,6,23.0
ORD147118,WDW,2025-06-16,2,24.0
ORD133010,LNR,2025-12-24,4,18.0
ORD149378,DRC,2025-11-19,4,6.0
ORD101388,WBF,2025-11-12,1,23.0
ORD196613,RXX,2026-01-12,3,18.0
ORD104521,YHT,2025-11-10,10,14.0
ORD171116,HDB,2025-11-28,10,17.0
ORD109853,XDK,2026-01-17,10,14.0
ORD103893,JRM,2026-04-24,1,13.0
ORD175147,XCU,2025-08-04,2,18.0
ORD148147,KGS,2026-04-01,4,24.0
ORD159297,TYP,2025-11-20,8,18.0
ORD179284,TGQ,2026-05-01,3,22.0
ORD116032,ZJB,2026-05-20,6,8.0
ORD142655,ZJB,2025-11-22,4,8.0
ORD173706,LXL,2026-01-21,2,18.0
ORD152425,QBW,2026-01-17,6,6.0
ORD165447,NYY,2026-03-14,1,24.0
ORD153530,SKK,2025-12-02,3,6.0
ORD164124,RSD,2026-01-21,1,7.0
ORD150438,ZJB,2026-01-24,3,8.0
ORD167504,WVX,2025-07-05,2,5.0
ORD107716,BVB,2025-11-30,2,10.0
ORD175626,YVQ,2026-01-12,4,19.0
ORD158031,LJF,2025-11-22,10,19.0
ORD157695,URT,2026-02-13,8,5.0
ORD157589,BCD,2026-05-13,4,17.0
ORD127799,KST,2025-10-24,7,11.0
ORD175397,ZJB,2025-10-17,8,8.0
ORD104765,OUC,2025-10-19,5,25.0
ORD157076,YJD,2026-02-22,4,7.0
ORD128772,TYP,2025-11-28,4,18.0
ORD178016,ZGL,2025-10-20,2,7.0
ORD138548,UJI,2025-09-27,5,19.0
ORD173267,KLW,2026-05-06,8,18.0
ORD152193,DRC,2025-08-11,1,6.0
ORD119135,JRB,2025-07-27,7,17.0
ORD178659,YND,2025-06-09,6,21.0
ORD177978,EBK,2026-04-08,4,5.0
ORD158497,XCU,2025-06-28,4,18.0
ORD136069,SKK,2025-10-25,2,6.0
ORD118079,DNM,2025-10-04,3,10.0
ORD180574,NUJ,2025-10-08,3,19.0
ORD154882,XCU,2025-12-08,4,18.0
ORD112026,TGQ,2026-04-24,4,22.0
ORD175267,LWO,2026-04-29,4,23.0
ORD119283,BKO,2026-05-16,6,25.0
ORD145520,ODJ,2026-05-05,4,18.0
ORD100623,XDK,2026-05-08,9,14.0
ORD168100,XDK,2025-08-06,10,14.0
ORD165386,FBK,2025-11-10,4,11.0
ORD110276,EPS,2025-08-15,2,16.0
ORD118341,WDW,2026-04-25,3,24.0
ORD108807,ZJB,2025-08-24,2,8.0
ORD121161,MLR,2025-12-07,1,7.0
ORD148551,LWI,2026-05-11,7,22.0
ORD125569,PYC,2025-11-25,1,7.0
ORD144067,EBK,2026-05-27,3,5.0
ORD114939,SKK,2025-07-18,10,6.0
ORD197508,OXT,2025-06-28,3,23.0
ORD188726,KNE,2025-08-25,6,24.0
ORD149951,UWD,2025-11-17,3,25.0
ORD124745,DUO,2025-08-26,6,23.0
ORD116560,JRM,2025-11-04,3,13.0
ORD100905,FBC,2026-05-10,2,16.0
ORD132099,SKK,2025-10-08,2,6.0
ORD100562,JFY,2025-06-28,2,8.0
ORD183917,MHO,2026-05-17,10,17.0
ORD153740,LRM,2025-11-12,4,18.0
ORD170725,BCD,2025-06-20,1,17.0
ORD161904,EBK,2026-03-19,1,5.0
ORD111470,TFH,2026-05-04,9,22.0
ORD128502,SCC,2026-05-15,10,19.0
ORD116256,TYP,2026-02-18,4,18.0
ORD190143,ANG,2026-03-12,3,20.0
ORD106843,KNE,2026-02-07,4,24.0
ORD120612,JRM,2025-11-14,4,13.0
ORD133422,WVX,2026-01-13,7,5.0
ORD159728,IEE,2026-02-02,1,18.0
ORD121649,QBW,2025-06-08,4,6.0
ORD139260,FQP,2025-07-26,5,17.0
ORD124537,NYB,2026-02-03,1,8.0
ORD185113,DRC,2026-04-11,2,6.0
ORD154080,EZT,2026-01-27,3,21.0
ORD103259,DNM,2026-01-27,2,10.0
ORD148576,MFN,2025-11-13,3,8.0
ORD142374,MLR,2025-11-03,3,7.0
ORD194143,LBG,2025-12-13,2,16.0
ORD170946,LWI,2026-02-24,7,22.0
ORD147628,TGQ,2025-09-01,4,22.0
ORD145420,YAE,2025-07-15,2,22.0
ORD161827,SSY,2025-09-13,1,18.0
ORD118091,EBK,2026-03-09,1,5.0
ORD153863,GJJ,2026-01-04,8,18.0
ORD171777,JRM,2025-10-28,8,13.0
ORD113816,TOT,2025-06-14,8,15.0
ORD188748,DFA,2025-07-02,4,11.0
ORD161481,PRR,2025-06-04,7,18.0
ORD151929,YVQ,2025-10-23,2,19.0
ORD162301,JFY,2026-05-10,2,8.0
ORD122541,XAT,2026-02-16,2,18.0
ORD199622,YJD,2026-04-28,4,7.0
ORD107189,XDK,2025-06-28,1,14.0
ORD194147,MFN,2025-10-06,1,8.0
ORD119682,IFM,2026-01-02,7,9.0
ORD131020,ZJB,2025-09-01,4,8.0
ORD127544,SMW,2026-05-10,3,15.0
ORD151063,BVD,2025-06-12,6,25.0
ORD106718,TGQ,2025-10-27,4,22.0
ORD152454,LXL,2025-09-13,5,18.0
ORD131085,KNE,2025-09-07,2,24.0
ORD167545,YAE,2026-05-17,1,22.0
ORD167657,YJD,2026-02-19,5,7.0
ORD141329,SKK,2026-04-13,1,6.0
ORD101516,HRA,2026-02-04,9,9.0
ORD191503,WVX,2025-07-05,3,5.0
ORD155905,QTN,2025-06-15,2,25.0
ORD104799,DNM,2025-06-15,4,10.0
ORD130707,PYC,2025-08-14,2,7.0
ORD146644,SCC,2026-05-26,1,19.0
ORD195247,JRM,2025-09-08,4,13.0
ORD147936,XDK,2026-03-11,2,14.0
ORD117075,VUQ,2026-04-01,1,16.0
ORD172272,WVI,2026-02-20,4,11.0
ORD190289,SKK,2025-07-24,9,6.0
ORD178160,JFY,2026-05-07,8,8.0
ORD168596,LKY,2026-02-02,10,6.0
ORD136300,HDN,2026-04-27,3,18.0
ORD187302,PRR,2025-07-15,2,18.0
ORD119121,SCC,2026-02-26,2,19.0
ORD197685,IEE,2025-12-26,3,18.0
ORD130949,LBG,2026-01-29,4,16.0
ORD146385,KGS,2025-12-27,3,24.0
ORD169354,HWV,2026-06-01,2,25.0
ORD190099,MDN,2026-05-19,2,16.0
ORD193079,LXL,2026-04-27,10,18.0
ORD183836,HDN,2025-12-22,10,18.0
ORD148638,WDW,2025-08-12,2,24.0
ORD146554,TGQ,2025-06-17,2,22.0
ORD163993,CQO,2026-04-18,2,19.0
ORD147252,URT,2026-04-15,2,5.0
ORD138303,OXT,2026-03-05,6,23.0
ORD173141,JRM,2026-05-04,7,13.0
ORD118510,NYB,2026-02-17,2,8.0
ORD176143,DUO,2026-04-18,5,23.0
ORD122921,XCU,2025-09-07,1,18.0
ORD196470,WSQ,2025-10-28,6,21.0
ORD120269,QTN,2026-03-29,4,25.0
ORD151058,TFH,2026-01-13,1,22.0
ORD194063,ZAJ,2026-05-07,6,5.0
ORD122385,YVQ,2026-04-02,5,19.0
ORD175801,IEE,2025-11-30,3,18.0
ORD121483,BFL,2025-08-20,4,13.0
ORD116318,WBF,2025-11-10,1,23.0
ORD175025,DNM,2025-12-20,6,10.0
ORD109125,FYL,2025-10-26,3,18.0
ORD163844,DNM,2026-03-25,1,10.0
ORD196779,BLA,2026-04-22,4,7.0
ORD135714,UVE,2026-01-31,5,9.0
ORD178291,SKK,2025-10-18,2,6.0
ORD194083,JRM,2025-07-02,4,13.0
ORD168675,PRR,2025-11-06,3,18.0
ORD166746,XCU,2025-12-30,2,18.0
ORD148215,FBK,2025-08-06,4,11.0
ORD155635,SMW,2026-03-02,2,15.0
ORD179115,RSD,2025-12-03,9,7.0
ORD132277,TFH,2026-03-15,1,22.0
ORD164446,DRC,2025-09-13,8,6.0
ORD110318,LXL,2025-09-22,8,18.0
ORD153260,PYC,2025-12-09,2,7.0
ORD195735,SMW,2026-04-01,9,15.0
ORD151731,BLA,2026-04-29,5,7.0
ORD188645,DFA,2025-08-07,4,11.0
ORD166610,EJK,2025-09-10,3,13.0
ORD188216,WVX,2025-06-16,4,5.0
ORD113491,FUS,2026-04-11,2,18.0
ORD108786,OEQ,2025-10-11,5,23.0
ORD126834,MFN,2025-08-20,3,8.0
ORD117221,PYC,2025-11-27,4,7.0
ORD136259,WDW,2026-03-19,3,24.0
ORD168204,LJF,2026-02-11,4,19.0
ORD164234,LWO,2025-08-26,8,23.0
ORD157079,EBK,2026-02-10,6,5.0
ORD125801,WVI,2025-10-28,1,11.0
ORD160687,UWD,2026-04-30,7,25.0
ORD143842,SMW,2025-12-08,3,15.0
ORD150110,HDN,2025-11-09,1,18.0
ORD130535,YJD,2025-10-21,1,7.0
ORD145884,EZT,2025-12-23,5,21.0
ORD123145,FQP,2025-11-24,9,17.0
ORD179559,CQO,2025-11-04,2,19.0
ORD159887,YVQ,2025-09-26,2,19.0
ORD182441,TOT,2025-09-29,2,15.0
ORD198512,PYC,2025-12-18,1,7.0
ORD150692,RXX,2025-11-01,3,18.0
ORD175831,OAS,2026-03-06,8,17.0
ORD113418,LKY,2025-08-20,4,6.0
ORD114336,WVX,2025-09-28,3,5.0
ORD171267,ANG,2026-05-04,3,20.0
ORD103720,UWD,2026-02-21,7,25.0
ORD163219,FBC,2025-08-18,9,16.0
ORD193880,WSQ,2025-07-13,4,21.0
ORD148918,WBF,2025-07-21,4,23.0
ORD179546,SMW,2026-02-19,6,15.0
ORD137715,YVQ,2025-06-14,3,19.0
ORD193437,EBK,2026-05-11,4,5.0
ORD167908,WBF,2025-11-13,5,23.0
ORD141977,DNM,2025-10-11,3,10.0
ORD120638,KLW,2026-03-04,8,18.0
ORD151506,RSD,2026-05-05,7,7.0
ORD156857,SKK,2026-05-05,2,6.0
ORD184900,HDB,2025-09-05,8,17.0
ORD155867,WSQ,2025-07-08,8,21.0
ORD126430,PRR,2025-10-12,2,18.0
ORD181348,OUC,2025-08-17,7,25.0
ORD120637,CIV,2026-04-19,8,15.0
ORD187478,XCU,2026-02-09,9,18.0
ORD143475,VUQ,2026-03-11,4,16.0
ORD191595,TGQ,2026-04-17,2,22.0
ORD142858,XDK,2025-07-17,1,14.0
ORD167928,URT,2025-08-05,2,5.0
ORD118049,FUS,2025-08-11,3,18.0
ORD175337,SKK,2026-01-11,8,6.0
ORD184378,JRB,2026-05-13,3,17.0
ORD190655,RSD,2025-10-26,1,7.0
ORD165702,LBG,2025-11-04,2,16.0
ORD170094,TYP,2025-12-09,2,18.0
ORD187308,HEM,2026-01-08,2,5.0
ORD179908,ANG,2026-01-07,7,20.0
ORD145673,DUO,2025-09-04,3,23.0
ORD158842,TGQ,2026-02-14,2,22.0
ORD119401,WDW,2025-11-23,1,24.0
ORD192013,LKY,2026-04-03,3,6.0
ORD125409,QTN,2025-09-24,1,25.0
ORD133634,LRM,2026-01-18,10,18.0
ORD169119,FHB,2025-12-25,3,15.0
ORD110987,MFN,2026-01-27,5,8.0
ORD182318,ZJB,2026-02-09,2,8.0
ORD181070,CQO,2025-06-10,2,19.0
ORD192993,TYP,2026-04-15,8,18.0
ORD181920,LKY,2025-10-20,5,6.0
ORD185918,FBC,2026-04-14,1,16.0
ORD170249,EED,2025-12-14,9,5.0
ORD132719,XDK,2026-04-13,5,14.0
ORD164330,URT,2025-08-03,1,5.0
ORD163450,DUO,2025-07-13,9,23.0
ORD169429,BVD,2025-08-30,4,25.0
ORD104275,MFN,2025-08-31,1,8.0
ORD124824,IEE,2025-06-11,3,18.0
ORD154490,OUC,2026-03-29,4,25.0
ORD151573,KZP,2026-01-06,7,16.0
ORD159649,DRC,2025-08-08,9,6.0
ORD197243,QBW,2025-12-30,3,6.0
ORD163066,TYP,2025-10-18,2,18.0
ORD163900,PRR,2026-01-25,4,18.0
ORD195440,ZJB,2025-06-01,1,8.0
ORD143840,LWO,2025-09-06,1,23.0
ORD108320,KZP,2025-06-24,2,16.0
ORD146552,DNM,2025-06-14,3,10.0
ORD175595,LWI,2026-02-03,10,22.0
ORD119933,AGO,2025-10-01,4,5.0
ORD119412,LWI,2026-03-14,1,22.0
ORD141590,TYP,2025-12-04,3,18.0
ORD110847,WDW,2025-08-30,4,24.0
ORD125827,SMW,2025-06-18,1,15.0
ORD182670,MFN,2025-07-24,3,8.0
ORD143249,TGQ,2025-09-18,2,22.0
ORD172900,DFA,2025-08-28,1,11.0
ORD145034,KSL,2026-05-16,1,5.0
ORD176607,SMW,2025-07-29,5,15.0
ORD147322,KST,2026-04-13,5,11.0
ORD148552,YVQ,2025-11-23,4,19.0
ORD155402,EJK,2026-04-02,8,13.0
ORD167534,KMU,2025-12-14,4,13.0
ORD164567,LWI,2026-02-17,3,22.0
ORD149687,FBK,2025-12-04,5,11.0
ORD137566,YVQ,2026-02-10,3,19.0
ORD142173,FYL,2026-04-11,2,18.0
ORD114110,LJF,2026-05-22,1,19.0
ORD121787,CND,2026-04-15,4,25.0
ORD124918,BVD,2025-10-07,2,25.0
ORD185740,XDK,2025-06-01,4,14.0
ORD151566,YJD,2026-02-28,7,7.0
ORD157967,UWD,2025-10-31,4,25.0
ORD117122,TGQ,2025-07-02,1,22.0
ORD127095,AGO,2025-07-18,4,5.0
ORD158543,HDN,2025-11-27,4,18.0
ORD101945,WVI,2025-08-30,8,11.0
ORD176382,HWV,2025-12-31,4,25.0
ORD118242,KLW,2026-02-23,7,18.0
ORD102132,DUO,2026-04-09,1,23.0
ORD152599,QBW,2025-08-07,2,6.0
ORD142907,QBW,2025-06-20,10,6.0
ORD126326,BLA,2026-05-16,2,7.0
ORD155906,ZJB,2026-05-02,1,8.0
ORD145565,KNE,2025-07-11,3,24.0
ORD143613,LJI,2026-05-19,3,25.0
ORD189889,CQO,2025-07-03,2,19.0
ORD129798,QBW,2026-02-14,7,6.0
ORD179768,KZP,2025-07-17,4,16.0
ORD100667,RXX,2025-09-23,4,18.0
ORD188056,LFB,2026-03-02,1,21.0
ORD131460,NUJ,2025-06-23,4,19.0
ORD155885,TOT,2025-07-06,3,15.0
ORD118281,CND,2025-12-03,1,25.0
ORD197614,RSD,2026-04-10,3,7.0
ORD157163,HDN,2025-11-29,6,18.0
ORD121408,SCC,2026-04-21,3,19.0
ORD129388,DFA,2025-08-16,1,11.0
ORD191657,CQO,2025-11-22,7,19.0
ORD163986,UNJ,2025-11-21,3,17.0
ORD153019,EJK,2025-12-25,4,13.0
ORD110764,WVX,2026-05-15,8,5.0
ORD121518,RSD,2025-09-30,10,7.0
ORD108901,LWO,2025-10-23,1,23.0
ORD130097,LJF,2026-03-10,1,19.0
ORD100613,QBW,2026-05-14,7,6.0
ORD170285,CPS,2026-05-23,4,19.0
ORD150031,RXX,2026-04-23,4,18.0
ORD163296,JRM,2026-03-11,3,13.0
ORD140158,OXT,2026-05-22,3,23.0
ORD166468,ANG,2025-07-05,2,20.0
ORD180797,HDN,2025-08-07,5,18.0
ORD173992,BLA,2025-08-28,3,7.0
ORD118665,YAE,2026-04-26,1,22.0
ORD124160,ULD,2025-12-20,10,14.0
ORD182381,GJJ,2026-02-19,7,18.0
ORD158621,LKY,2025-12-15,6,6.0
ORD159366,ANG,2026-03-05,3,20.0
ORD141471,ITS,2026-04-05,2,21.0
ORD123960,LWO,2026-01-19,4,23.0
ORD138063,BCD,2025-12-24,2,17.0
ORD103532,WVX,2026-05-16,8,5.0
ORD170682,WVI,2025-12-29,2,11.0
ORD176714,TOT,2026-05-31,8,15.0
ORD135620,JRM,2026-03-17,10,13.0
ORD168057,LWI,2025-11-29,8,22.0
ORD133599,EZT,2025-12-30,2,21.0
ORD140476,NUJ,2026-03-14,3,19.0
ORD191889,LNR,2025-11-01,2,18.0
ORD176133,DUO,2025-08-31,3,23.0
ORD169873,BVD,2026-01-09,2,25.0
ORD191453,SKK,2026-04-27,9,6.0
ORD169027,KZP,2025-08-10,3,16.0
ORD172793,CQO,2026-03-25,6,19.0
ORD140893,LRM,2025-09-19,1,18.0
ORD148507,YJD,2025-06-06,4,7.0
ORD163874,FBK,2026-04-01,10,11.0
ORD150506,YND,2025-11-11,1,21.0
ORD166928,BHY,2025-10-17,10,5.0
ORD131551,PYC,2025-11-23,1,7.0
ORD132889,YAE,2025-11-12,3,22.0
ORD144388,AES,2025-08-07,1,5.0
ORD126499,RXX,2025-12-17,7,18.0
ORD153345,KLW,2026-03-26,3,18.0
ORD178255,URT,2026-03-29,4,5.0
ORD182181,DUO,2025-10-05,1,23.0
ORD183485,DYL,2025-10-01,1,21.0
ORD108245,NYB,2025-12-21,2,8.0
ORD156181,ULD,2025-07-05,3,14.0
ORD129688,KZP,2025-08-01,2,16.0
ORD152825,DRC,2026-02-04,4,6.0
ORD150618,WBF,2026-05-18,1,23.0
ORD107895,OUC,2026-03-27,2,25.0
ORD142064,WVI,2025-09-15,1,11.0
ORD168903,NUJ,2025-07-07,9,19.0
ORD193627,CQO,2026-02-06,1,19.0
ORD106532,WSQ,2026-01-10,5,21.0
ORD183377,LFB,2026-05-17,4,21.0
ORD147085,CBT,2025-08-18,10,23.0
ORD110502,MLR,2025-10-29,3,7.0
ORD150957,MFN,2026-05-09,1,8.0
ORD187452,DFA,2026-04-09,2,11.0
ORD121621,TFH,2026-03-17,9,22.0
ORD192240,DNM,2025-07-06,2,10.0
ORD140925,FHB,2025-10-22,4,15.0
ORD172104,NYB,2026-01-05,10,8.0
ORD105516,BKO,2026-05-26,9,25.0
ORD179451,LJF,2026-01-09,4,19.0
ORD179191,YAE,2026-01-06,2,22.0
ORD139435,RXX,2025-09-17,3,18.0
ORD168998,LWI,2025-11-03,2,22.0
ORD167020,TOT,2026-04-29,5,15.0
ORD160914,MFN,2025-11-25,4,8.0
ORD112448,YVQ,2026-02-22,1,19.0
ORD186086,BVD,2025-07-28,3,25.0
ORD195969,SCC,2026-05-21,3,19.0
ORD175393,SMW,2026-01-06,2,15.0
ORD164811,DRC,2026-02-01,1,6.0
ORD139957,EZT,2026-03-26,4,21.0
ORD114599,AES,2026-04-09,4,5.0
ORD142926,WBF,2025-11-30,2,23.0
ORD182098,CQO,2026-01-01,2,19.0
ORD199725,URT,2025-11-04,3,5.0
ORD108843,GJJ,2026-01-13,5,18.0
ORD124734,PRR,2025-10-29,3,18.0
ORD145226,HWV,2026-03-13,2,25.0
ORD170109,DNM,2026-04-08,1,10.0
ORD143736,ZJB,2026-05-09,2,8.0
ORD194121,BVD,2026-01-22,1,25.0
ORD112973,OXT,2025-11-29,5,23.0
ORD153585,QTN,2025-07-24,10,25.0
ORD140070,BKO,2026-03-27,2,25.0
ORD153699,ZGL,2025-06-16,2,7.0
ORD196966,HDN,2025-09-28,2,18.0
ORD187808,HRA,2026-03-03,8,9.0
ORD188219,HRA,2026-01-24,2,9.0
